Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Piper,PA-28-140,Fatal(1),1983-05-26,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-25-235,Non-Fatal,1983-05-26,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Cessna,210N,Non-Fatal,1983-05-26,1.0,0.0,3.0,2.0,0.0,Cruise,VMC
Piper,PA-28-151,Fatal(1),1983-05-26,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Mcdonnell Douglas,DC-10-40,Incident,1983-05-26,3.0,0.0,0.0,0.0,151.0,Cruise,VMC
Piper,PA-34-200T,Incident,1983-05-26,2.0,0.0,0.0,0.0,1.0,Landing,VMC
I.c.a. Brasov,IS-29D,Non-Fatal,1983-05-26,0.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150M,Non-Fatal,1983-05-26,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-22-150,Non-Fatal,1983-05-26,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Bell,206B,Non-Fatal,1983-05-26,1.0,0.0,0.0,0.0,5.0,Takeoff,VMC
Cessna,195,Non-Fatal,1983-05-26,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,172N,Non-Fatal,1983-05-26,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Lockheed,L-1011-385-1,Incident,1983-05-27,3.0,0.0,0.0,0.0,180.0,Descent,VMC
Boeing,727-200,Incident,1983-05-27,3.0,0.0,0.0,0.0,150.0,Takeoff,VMC
Boeing Stearman,A75N1,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Waspair,TOMCAT,Non-Fatal,1983-05-27,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Cessna,170B,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Piper,PA-28-140,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,180B,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Boeing,A75N1,Fatal(1),1983-05-27,1.0,1.0,1.0,0.0,1.0,Takeoff,VMC
Cessna,152,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,152,Non-Fatal,1983-05-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Mooney,M20C,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Douglas,DC-9-31,Incident,1983-05-28,2.0,0.0,0.0,0.0,86.0,Landing,VMC
Evans Aircraft,VP-1,Non-Fatal,1983-05-28,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Raven,S55A,Non-Fatal,1983-05-28,0.0,0.0,1.0,0.0,0.0,Landing,VMC
Barnes,AX-6B,Non-Fatal,1983-05-28,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Cessna,310,Non-Fatal,1983-05-28,2.0,0.0,1.0,4.0,0.0,Takeoff,VMC
Cessna,150,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,172M,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,5.0,Standing,VMC
Cessna,180H,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,5.0,Landing,VMC
Ryan-navion,NAV 4,Non-Fatal,1983-05-28,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Champion,BELLANCA 7GCAA,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,J35,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Aeronca,7AC,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Glasflugel,H-301,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Enstrom,280C,Fatal(1),1983-05-28,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-18A-150,Non-Fatal,1983-05-28,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,182Q,Non-Fatal,1983-05-28,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Cessna,172,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Piper,PA-34-200T,Non-Fatal,1983-05-28,2.0,0.0,0.0,0.0,5.0,Approach,VMC
Mooney,M20K,Non-Fatal,1983-05-28,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Aeronca,C3,Non-Fatal,1983-05-28,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Piper,PA-12,Fatal(1),1983-05-28,1.0,1.0,0.0,1.0,0.0,Maneuvering,UNK
Cessna,182F,Non-Fatal,1983-05-28,1.0,0.0,0.0,1.0,3.0,Cruise,UNK
Piper,PA-32-260,Non-Fatal,1983-05-29,1.0,0.0,1.0,2.0,0.0,Cruise,UNK
Stinson,108,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,2.0,Go-around,VMC
Cessna,172D,Non-Fatal,1983-05-29,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Gulfstream American,AA1A,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Cessna,150M,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,170B,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,TR182,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Piper,PA-25-235,Non-Fatal,1983-05-29,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Piper,PA-28-180,Non-Fatal,1983-05-29,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Eipper,QUICKSILVER MX,Non-Fatal,1983-05-29,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,180J,Fatal(1),1983-05-30,1.0,1.0,0.0,0.0,0.0,Climb,UNK
Beech,B36TC,Fatal(4),1983-05-30,1.0,4.0,0.0,0.0,0.0,Approach,IMC
Beech,H35,Fatal(4),1983-05-30,1.0,4.0,0.0,0.0,0.0,Approach,VMC
Beech,200,Incident,1983-05-30,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28-180,Fatal(5),1983-05-30,1.0,5.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA28R200,Fatal(1),1983-05-30,1.0,1.0,0.0,0.0,0.0,Approach,IMC
Piper,PA-60,Fatal(1),1983-05-30,2.0,1.0,0.0,0.0,0.0,Approach,VMC
Balloon Works,FIREFLY 7,Non-Fatal,1983-05-30,1.0,0.0,1.0,0.0,3.0,Cruise,VMC
Piper,24-180,Fatal(1),1983-05-30,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA-28-181,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,4.0,Cruise,VMC
Cessna,172M,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,210,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,337B,Non-Fatal,1983-05-30,2.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Ultralight Engineering,ASTRA HS,Fatal(1),1983-05-30,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Eipper,WEIGHT SHIFT,Fatal(1),1983-05-30,1.0,1.0,0.0,0.0,0.0,Approach,VMC
Cessna,152,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Balloon Works,FIREFLY 7,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,TU206,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Douglas,DC-3C,Non-Fatal,1983-05-30,2.0,0.0,0.0,0.0,2.0,Landing,IMC
Champion,402,Non-Fatal,1983-05-30,2.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Artic Aircraft Corp.,S-1B2,Non-Fatal,1983-05-30,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Aerospatiale,SA-315B,Non-Fatal,1983-05-30,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Piper,PA-23C-250,Fatal(5),1983-05-31,2.0,5.0,0.0,0.0,0.0,Takeoff,VMC
Grumman,G-164B,Non-Fatal,1983-05-31,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,TU206,Non-Fatal,1983-05-31,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Maule,5-235C,Non-Fatal,1983-05-31,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172RG,Non-Fatal,1983-05-31,1.0,0.0,0.0,0.0,4.0,Approach,IMC
Cessna,207,Non-Fatal,1983-05-31,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,182,Non-Fatal,1983-05-31,1.0,0.0,0.0,0.0,4.0,Cruise,IMC
Schweizer,1-26B,Non-Fatal,1983-05-31,0.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PT 6A-28,Non-Fatal,1983-06-01,2.0,0.0,0.0,3.0,0.0,Cruise,VMC
Piper,PA-32 300C,Fatal(2),1983-06-01,1.0,2.0,0.0,0.0,0.0,Unknown,VMC
Cessna,180J,Fatal(2),1983-06-01,1.0,2.0,0.0,0.0,0.0,Takeoff,VMC
Boeing Vertol,234ER,Incident,1983-06-01,2.0,0.0,0.0,0.0,19.0,Climb,IMC
Cessna,182N,Non-Fatal,1983-06-01,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Mcdonald,STEEN SKYBOLT,Non-Fatal,1983-06-01,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Aeronca,65CA,Non-Fatal,1983-06-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Bell,47G3-B1,Non-Fatal,1983-06-01,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Rand,KR-2,Non-Fatal,1983-06-01,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,401A,Non-Fatal,1983-06-01,2.0,0.0,0.0,0.0,6.0,Landing,VMC
Aero Commander,680FL,Fatal(2),1983-06-02,2.0,2.0,0.0,0.0,0.0,Cruise,VMC
Grumman,AA-5,Incident,1983-06-02,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,170A,Non-Fatal,1983-06-02,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Grumman,AA-5A,Non-Fatal,1983-06-02,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Enstrom,280C,Non-Fatal,1983-06-02,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Cessna,177B,Non-Fatal,1983-06-02,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Douglas,DC-9-32,Fatal(23),1983-06-02,2.0,23.0,3.0,13.0,7.0,Cruise,VMC
Boeing,727-200,Incident,1983-06-03,3.0,0.0,0.0,0.0,133.0,Standing,VMC
North American,AT-6C,Fatal(1),1983-06-03,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Snow,S2C,Non-Fatal,1983-06-03,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-34-200T,Non-Fatal,1983-06-03,2.0,0.0,0.0,0.0,3.0,Landing,VMC
Beech,58,Non-Fatal,1983-06-03,2.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,T337H,Non-Fatal,1983-06-03,2.0,0.0,0.0,0.0,1.0,Approach,VMC
Grumman,G-164B,Non-Fatal,1983-06-03,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,182G,Non-Fatal,1983-06-03,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman,G-164,Non-Fatal,1983-06-03,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1983-06-03,1.0,0.0,1.0,1.0,0.0,Approach,VMC
Mcdonnell Douglas,DC-10-10,Non-Fatal,1983-06-04,3.0,0.0,1.0,0.0,240.0,Cruise,VMC
Yarnell,GRASS HOPPER,Fatal(1),1983-06-04,1.0,1.0,0.0,0.0,0.0,Unknown,VMC
Cessna,172RG,Non-Fatal,1983-06-04,1.0,0.0,1.0,0.0,0.0,Maneuvering,IMC
Piper,PA-36-285,Non-Fatal,1983-06-04,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Piper,PA-25-235,Fatal(1),1983-06-04,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Barnstormer,1,Non-Fatal,1983-06-04,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Cessna,150L,Non-Fatal,1983-06-04,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Bellanca,8KCAB,Fatal(1),1983-06-04,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Mooney,M20B,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172A,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,2.0,Standing,VMC
Piper,PA-38-112,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172N,Non-Fatal,1983-06-04,1.0,0.0,0.0,3.0,1.0,Landing,VMC
Grumman,G-164B,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-22-150,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-34-200,Non-Fatal,1983-06-04,2.0,0.0,0.0,0.0,4.0,Climb,VMC
Link-johnson-chessman,HP-16,Fatal(1),1983-06-04,0.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-140,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,1.0,Approach,VMC
"Rotec Engineering, Inc.",RALLY 3,Non-Fatal,1983-06-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,305A,Non-Fatal,1983-06-04,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Homebuilt,CHRISTEN EAGLE II,Fatal(1),1983-06-05,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Sunburst,ULTRALIGHT,Non-Fatal,1983-06-05,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Piper,PA-32-260,Fatal(6),1983-06-05,1.0,6.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA-25-235,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Beech,35,Fatal(1),1983-06-05,1.0,1.0,0.0,0.0,0.0,Go-around,VMC
Cessna,172N,Non-Fatal,1983-06-05,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
Schweizer,2-33,Non-Fatal,1983-06-05,0.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,172M,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Burkhart Grob,109,Non-Fatal,1983-06-05,1.0,0.0,1.0,1.0,0.0,Takeoff,VMC
Beech,77,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Dg,400,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,150K,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,172N,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Johnson,VARI-EZE,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,150F,Non-Fatal,1983-06-05,1.0,0.0,0.0,1.0,2.0,Cruise,VMC
Cessna,150,Fatal(1),1983-06-05,1.0,1.0,1.0,0.0,0.0,Takeoff,VMC
Piper,PA-28-235,Non-Fatal,1983-06-05,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Helio,H-391B,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,172H,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Monerai,SAILPLANE,Non-Fatal,1983-06-05,1.0,0.0,1.0,0.0,0.0,Approach,VMC
Aeronca,7AC,Non-Fatal,1983-06-05,1.0,0.0,0.0,2.0,0.0,Approach,VMC
Cessna,172N,Non-Fatal,1983-06-05,1.0,0.0,0.0,2.0,1.0,Landing,VMC
Piper,PA-28-180,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,185-E,Non-Fatal,1983-06-05,1.0,0.0,0.0,0.0,5.0,Cruise,VMC
Bell,205A-1,Non-Fatal,1983-06-06,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,320E,Non-Fatal,1983-06-06,2.0,0.0,1.0,0.0,0.0,Approach,VMC
Piper,PA-28-140,Non-Fatal,1983-06-06,1.0,0.0,0.0,3.0,0.0,Takeoff,VMC
Cessna,185,Non-Fatal,1983-06-06,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Piper,PA-25,Non-Fatal,1983-06-06,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Cessna,206A,Non-Fatal,1983-06-06,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172M,Non-Fatal,1983-06-06,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Bell,205A-1,Non-Fatal,1983-06-06,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Bell,B47G-2,Non-Fatal,1983-06-06,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Beech,G18S,Non-Fatal,1983-06-06,2.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA28RT-201T,Fatal(4),1983-06-07,1.0,4.0,0.0,0.0,0.0,Cruise,IMC
Cessna,152,Fatal(1),1983-06-07,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Enstrom,F28C,Non-Fatal,1983-06-07,1.0,0.0,2.0,0.0,0.0,Climb,VMC
Cessna,150H,Non-Fatal,1983-06-07,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Cessna,T210L,Non-Fatal,1983-06-07,1.0,0.0,2.0,0.0,0.0,Cruise,VMC
I.c.a. Brasov,IS-29D2,Non-Fatal,1983-06-07,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-28RT-201,Non-Fatal,1983-06-07,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Beech,95-B55,Non-Fatal,1983-06-07,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Airmass,SUNBURST,Fatal(1),1983-06-07,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Piper,PA-23-250,Fatal(1),1983-06-08,2.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-181,Fatal(2),1983-06-08,1.0,2.0,0.0,0.0,0.0,Maneuvering,IMC
Sunburst,1,Non-Fatal,1983-06-08,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Hiller,UH-12D,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,182K,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,TU206G,Non-Fatal,1983-06-08,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Piper,PA28-181,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Aeronca,7ECA,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Rolladen-schneider,LS-4A,Non-Fatal,1983-06-08,0.0,0.0,0.0,0.0,1.0,Landing,VMC
Robinson,R-22,Non-Fatal,1983-06-08,1.0,0.0,1.0,0.0,0.0,Standing,VMC
Texas Helicopter,OH-13H/M74A,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Grumman American,AA-5A,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,150G,Non-Fatal,1983-06-08,1.0,0.0,1.0,2.0,2.0,Approach,VMC
Cessna,172,Non-Fatal,1983-06-08,1.0,0.0,1.0,2.0,2.0,Approach,VMC
Cessna,182,Non-Fatal,1983-06-08,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150,Non-Fatal,1983-06-08,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Lockheed,188C,Non-Fatal,1983-06-08,4.0,0.0,0.0,0.0,15.0,Climb,VMC
Cessna,T-210N,Incident,1983-06-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Mooney,M20J,Non-Fatal,1983-06-09,1.0,0.0,2.0,0.0,0.0,Takeoff,VMC
Air Tractor,AT-400A,Fatal(1),1983-06-09,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Grumman American,AA-1,Non-Fatal,1983-06-09,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Piper,PA-24-250,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150H,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,2.0,Go-around,VMC
Robinson,R22,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,152,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Air Tractor,AT-301,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Mooney,M20J,Non-Fatal,1983-06-09,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,177RG,Non-Fatal,1983-06-09,1.0,0.0,0.0,0.0,3.0,Approach,VMC
Air Tractor,AT-301,Non-Fatal,1983-06-09,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Learjet,35,Non-Fatal,1983-06-09,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-32-260,Non-Fatal,1983-06-10,1.0,0.0,2.0,1.0,0.0,Approach,VMC
Cessna,A188B,Non-Fatal,1983-06-10,1.0,0.0,0.0,1.0,0.0,Maneuvering,VMC
Cessna,170B,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Quickie,Q2,Non-Fatal,1983-06-10,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA-25,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,1.0,Climb,VMC
Cessna,188,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,A188B,Non-Fatal,1983-06-10,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,T210L,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Let,L-13,Non-Fatal,1983-06-10,0.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,180,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,3.0,Takeoff,VMC
Cessna,C-180,Non-Fatal,1983-06-10,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Bell,212,Fatal(2),1983-06-10,2.0,2.0,0.0,2.0,0.0,Descent,VMC
Boeing,727-200,Non-Fatal,1983-06-10,3.0,0.0,1.0,6.0,145.0,Standing,VMC
Piper,J3C,Non-Fatal,1983-06-11,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Beech,K35,Fatal(4),1983-06-11,1.0,4.0,0.0,0.0,0.0,Takeoff,VMC
Beech,95-B55,Fatal(2),1983-06-11,2.0,2.0,0.0,0.0,0.0,Climb,IMC
Cessna,TU206F,Fatal(3),1983-06-11,1.0,3.0,0.0,0.0,0.0,Approach,VMC
Bell,47G-2,Non-Fatal,1983-06-11,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Let,L-13,Non-Fatal,1983-06-11,0.0,0.0,0.0,0.0,2.0,Landing,VMC
Bell,47G5A,Non-Fatal,1983-06-11,1.0,0.0,0.0,1.0,1.0,Maneuvering,VMC
Aero Commander,CALLAIR A-9,Non-Fatal,1983-06-11,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,C-188,Non-Fatal,1983-06-11,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Boeing,727-222A,Non-Fatal,1983-06-11,3.0,0.0,2.0,15.0,125.0,Takeoff,VMC
Dial-thorp,T-18,Fatal(1),1983-06-12,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
