Make,Model,Injury.Severity,Event.Date,Number.of.Engines,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Broad.phase.of.flight,Weather.Condition
Robinson,R-22 BETA,Fatal(1),1992-03-06,1.0,1.0,0.0,0.0,0.0,Cruise,VMC
Piper,PA-23-250,Fatal(2),1992-03-06,2.0,2.0,0.0,0.0,0.0,Go-around,IMC
Cessna,210K,Fatal(2),1992-03-06,1.0,2.0,0.0,0.0,0.0,Approach,IMC
Bell,214B-1,Non-Fatal,1992-03-06,1.0,0.0,2.0,0.0,0.0,Maneuvering,VMC
Enstrom,F28,Non-Fatal,1992-03-06,1.0,0.0,0.0,1.0,1.0,Cruise,VMC
Beech,C23,Non-Fatal,1992-03-06,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Robert L. Rice,DAVIS DA-2A,Fatal(2),1992-03-07,1.0,2.0,0.0,0.0,0.0,Maneuvering,UNK
Cameron,084,Non-Fatal,1992-03-07,0.0,0.0,0.0,0.0,3.0,Approach,VMC
Piper,PA-31-350,Non-Fatal,1992-03-07,2.0,0.0,0.0,0.0,1.0,Cruise,IMC
Rockwell,S-2R,Non-Fatal,1992-03-07,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Bellanca,17-30A,Non-Fatal,1992-03-07,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Ercoupe (eng & Research Corp.),415-C,Non-Fatal,1992-03-07,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,172B,Non-Fatal,1992-03-07,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Socata,TB-10,Non-Fatal,1992-03-07,1.0,0.0,0.0,2.0,0.0,Approach,IMC
Aero Commander,S-2R,Fatal(1),1992-03-08,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,172P,Non-Fatal,1992-03-08,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Cessna,170A,Non-Fatal,1992-03-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,210G,Non-Fatal,1992-03-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28-180,Non-Fatal,1992-03-08,1.0,0.0,2.0,2.0,0.0,Maneuvering,VMC
Piper,PA-23-150,Non-Fatal,1992-03-08,2.0,0.0,0.0,0.0,2.0,Cruise,VMC
Cessna,152,Non-Fatal,1992-03-08,1.0,0.0,0.0,0.0,2.0,Maneuvering,VMC
Jr. Ace,E,Non-Fatal,1992-03-08,1.0,0.0,2.0,0.0,0.0,Maneuvering,VMC
Cessna,172P,Non-Fatal,1992-03-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Grumman,G-164A,Non-Fatal,1992-03-09,1.0,0.0,0.0,1.0,0.0,Descent,VMC
Cessna,177BII,Non-Fatal,1992-03-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-18A-150,Non-Fatal,1992-03-09,1.0,0.0,2.0,0.0,0.0,Maneuvering,IMC
Cessna,182,Non-Fatal,1992-03-10,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Piper,PA-38-112,Non-Fatal,1992-03-10,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Piper,46-310P,Non-Fatal,1992-03-10,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Douglas,DC-3C,Incident,1992-03-10,2.0,0.0,0.0,0.0,5.0,Landing,VMC
"Ankerman, Donald L.",SX300,Fatal(2),1992-03-11,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,310R,Fatal(2),1992-03-11,2.0,2.0,0.0,0.0,0.0,Approach,VMC
Cessna,340A,Non-Fatal,1992-03-11,2.0,0.0,0.0,0.0,2.0,Taxi,VMC
Cessna,310R,Non-Fatal,1992-03-11,2.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Piper,PA-46-310,Non-Fatal,1992-03-11,1.0,0.0,0.0,0.0,1.0,Landing,VMC
British Aerospace,BAE-3101,Fatal(2),1992-03-12,2.0,2.0,0.0,0.0,0.0,Landing,VMC
Cessna,150,Non-Fatal,1992-03-12,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,150M,Non-Fatal,1992-03-12,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,A188B,Non-Fatal,1992-03-13,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Christen Industries,PITTS S2B,Non-Fatal,1992-03-13,1.0,0.0,0.0,2.0,0.0,Cruise,VMC
Cessna,182Q,Non-Fatal,1992-03-13,1.0,0.0,1.0,0.0,3.0,Cruise,VMC
Cessna,177B,Non-Fatal,1992-03-13,1.0,0.0,0.0,0.0,2.0,Cruise,IMC
William D. Weeks,GLASAIR I,Non-Fatal,1992-03-13,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Let,L-13,Non-Fatal,1992-03-14,0.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,182A,Fatal(2),1992-03-14,1.0,2.0,2.0,0.0,0.0,Descent,VMC
Cessna,180C,Non-Fatal,1992-03-14,1.0,0.0,0.0,0.0,1.0,Landing,VMC
North American,NAVION,Non-Fatal,1992-03-15,1.0,0.0,0.0,3.0,0.0,Descent,IMC
Ercoupe (eng & Research Corp.),415-D,Fatal(1),1992-03-15,1.0,1.0,1.0,0.0,0.0,Go-around,VMC
Mooney,M20C,Fatal(2),1992-03-15,1.0,2.0,0.0,0.0,0.0,Climb,VMC
Luscombe,8A,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,172G,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Mooney,M20K,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,4.0,Cruise,VMC
Piper,PA-32-300,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,5.0,Go-around,VMC
Cessna,172E,Non-Fatal,1992-03-15,1.0,0.0,2.0,1.0,0.0,Cruise,VMC
Cessna,150,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Extra Flugzeugbau,300,Fatal(2),1992-03-15,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Beech,A36,Non-Fatal,1992-03-15,1.0,0.0,1.0,3.0,0.0,Cruise,VMC
Cessna,150G,Non-Fatal,1992-03-15,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-32-300,Fatal(1),1992-03-16,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Ayres,S2R-T34,Non-Fatal,1992-03-16,1.0,0.0,1.0,0.0,0.0,Descent,VMC
Cessna,172P,Non-Fatal,1992-03-16,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman,G-164B,Non-Fatal,1992-03-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-24-180,Non-Fatal,1992-03-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-46-350P,Non-Fatal,1992-03-16,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Maxair,582,Fatal(1),1992-03-16,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Kolb Company,MARK III,Non-Fatal,1992-03-16,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-22-108,Non-Fatal,1992-03-17,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Cessna,402C,Incident,1992-03-18,2.0,0.0,0.0,0.0,4.0,Approach,VMC
Grumman,G-164A,Non-Fatal,1992-03-18,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,172Q,Non-Fatal,1992-03-18,1.0,0.0,0.0,0.0,1.0,Unknown,UNK
Lake,LA-4-200,Non-Fatal,1992-03-18,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Boeing,A-75N1,Non-Fatal,1992-03-19,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Boeing,747-123,Incident,1992-03-19,4.0,0.0,0.0,0.0,4.0,Taxi,VMC
Cessna,172P,Fatal(2),1992-03-19,1.0,2.0,0.0,0.0,0.0,Approach,IMC
Bellanca,17-31A,Non-Fatal,1992-03-19,1.0,0.0,0.0,1.0,1.0,Approach,VMC
Bellanca,7 GCBC,Non-Fatal,1992-03-19,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Piper,PA-31-350,Non-Fatal,1992-03-19,2.0,0.0,0.0,0.0,1.0,Landing,IMC
Piper,PA-44-180,Non-Fatal,1992-03-19,2.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA28-235,Non-Fatal,1992-03-20,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,F33A,Non-Fatal,1992-03-20,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Boeing,757-222,Non-Fatal,1992-03-21,2.0,0.0,1.0,0.0,153.0,Taxi,VMC
Hiller,UH-12E,Non-Fatal,1992-03-21,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,182,Fatal(1),1992-03-21,1.0,1.0,0.0,0.0,3.0,Other,VMC
Piper,PA-28R,Non-Fatal,1992-03-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-18,Non-Fatal,1992-03-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Gerald G. Holland,CHALLENGER II,Non-Fatal,1992-03-21,1.0,0.0,0.0,1.0,0.0,Taxi,VMC
"Maya, Jaime",RANS S-12,Non-Fatal,1992-03-22,1.0,0.0,1.0,1.0,0.0,Cruise,VMC
Cessna,150M,Non-Fatal,1992-03-22,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Fokker,28-4000,Fatal(27),1992-03-22,2.0,27.0,9.0,12.0,3.0,Takeoff,IMC
Cessna,150F,Non-Fatal,1992-03-22,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-28-161,Non-Fatal,1992-03-22,1.0,0.0,0.0,0.0,4.0,Takeoff,VMC
Piper,PA-22-150,Non-Fatal,1992-03-22,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Ayres,S2R-T34,Non-Fatal,1992-03-23,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Piper,PA-28-161,Non-Fatal,1992-03-23,1.0,0.0,1.0,0.0,0.0,Landing,VMC
Rutan,VARIEZE,Non-Fatal,1992-03-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Grumman,G-164,Non-Fatal,1992-03-23,1.0,0.0,0.0,0.0,1.0,Landing,VMC
James D. Riehm,ROTORWAY EXEC,Fatal(1),1992-03-23,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Aeronca,15AC,Non-Fatal,1992-03-23,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Bell,47G-2,Non-Fatal,1992-03-24,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Piper,PA-32-301,Non-Fatal,1992-03-24,1.0,0.0,0.0,1.0,1.0,Takeoff,VMC
Cessna,180,Non-Fatal,1992-03-24,1.0,0.0,0.0,1.0,0.0,Landing,VMC
Piper,PA 28-236,Fatal(1),1992-03-26,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Cessna,172M,Fatal(1),1992-03-26,1.0,1.0,2.0,0.0,0.0,Landing,VMC
Cessna,R182RG,Non-Fatal,1992-03-26,1.0,0.0,0.0,0.0,3.0,Approach,VMC
Cessna,172N,Non-Fatal,1992-03-26,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Beech,F33A,Fatal(2),1992-03-27,1.0,2.0,0.0,0.0,0.0,Descent,IMC
Boeing,757-223,Non-Fatal,1992-03-27,2.0,0.0,1.0,0.0,195.0,Taxi,VMC
Mooney,M20M,Fatal(2),1992-03-27,1.0,2.0,0.0,0.0,0.0,Approach,IMC
Hiller,UH-12E,Non-Fatal,1992-03-27,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Piper,PA-34-200,Non-Fatal,1992-03-27,2.0,0.0,0.0,0.0,3.0,Go-around,VMC
Beech,C-24R,Non-Fatal,1992-03-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,B95,Fatal(3),1992-03-28,2.0,3.0,0.0,0.0,0.0,Cruise,VMC
Hughes,269C,Fatal(1),1992-03-28,1.0,1.0,1.0,0.0,0.0,Landing,VMC
Vans Aircraft,RV-4,Fatal(2),1992-03-28,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,TR182,Non-Fatal,1992-03-28,1.0,0.0,0.0,1.0,3.0,Climb,VMC
Robinson,R-22B,Non-Fatal,1992-03-28,1.0,0.0,0.0,1.0,1.0,Maneuvering,VMC
Beech,B-35,Non-Fatal,1992-03-28,1.0,0.0,0.0,0.0,2.0,Descent,VMC
Mooney,M20D,Non-Fatal,1992-03-28,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Beech,C-23,Non-Fatal,1992-03-28,1.0,0.0,0.0,0.0,1.0,Taxi,VMC
Cessna,A185F,Non-Fatal,1992-03-28,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Rockwell,690A,Fatal(1),1992-03-29,2.0,1.0,5.0,0.0,0.0,Takeoff,IMC
Cessna,152,Non-Fatal,1992-03-29,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,U206G,Non-Fatal,1992-03-29,1.0,0.0,0.0,0.0,4.0,Descent,VMC
Piper,PA-28-161,Non-Fatal,1992-03-29,1.0,0.0,0.0,0.0,3.0,Cruise,VMC
Weatherly,201B,Non-Fatal,1992-03-30,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,T210N,Fatal(1),1992-03-31,1.0,1.0,3.0,0.0,0.0,Descent,VMC
Cessna,182,Fatal(2),1992-03-31,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Cessna,140,Non-Fatal,1992-03-31,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Bell,206BIII,Non-Fatal,1992-03-31,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172N,Non-Fatal,1992-03-31,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Cessna,172,Non-Fatal,1992-03-31,1.0,0.0,0.0,0.0,4.0,Approach,VMC
Cessna,T188C,Non-Fatal,1992-03-31,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,182P,Fatal(2),1992-04-01,1.0,2.0,0.0,0.0,0.0,Approach,IMC
Cessna,172H,Fatal(1),1992-04-01,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Avid Aircraft,MARK IV,Non-Fatal,1992-04-01,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,152,Non-Fatal,1992-04-01,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-161,Non-Fatal,1992-04-01,1.0,0.0,0.0,3.0,0.0,Taxi,VMC
Cessna,172B,Non-Fatal,1992-04-01,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,150,Fatal(2),1992-04-01,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Beech,A33,Fatal(1),1992-04-02,1.0,1.0,1.0,0.0,0.0,Go-around,VMC
Cessna,U206G,Non-Fatal,1992-04-02,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Bell,47G3B1,Non-Fatal,1992-04-02,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Bell,47-D-1,Non-Fatal,1992-04-02,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Robinson,R22B,Non-Fatal,1992-04-02,1.0,0.0,0.0,0.0,2.0,Landing,VMC
R. W. Switzer,RV-4,Non-Fatal,1992-04-02,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Cessna,152,Non-Fatal,1992-04-03,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Piper,PA-23-250,Non-Fatal,1992-04-03,2.0,0.0,0.0,0.0,2.0,Go-around,VMC
Snow,S2C,Non-Fatal,1992-04-03,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,210,Non-Fatal,1992-04-03,1.0,0.0,0.0,0.0,4.0,Cruise,VMC
Bede Aircraft,BD-5,Fatal(1),1992-04-04,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Beech,1900C,Incident,1992-04-04,2.0,0.0,0.0,0.0,6.0,Taxi,VMC
Waco,U1-C,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,3.0,Landing,VMC
Douglas,AD4-DW,Fatal(1),1992-04-04,1.0,1.0,0.0,0.0,0.0,Landing,VMC
Piper,PA-31-350,Non-Fatal,1992-04-04,2.0,0.0,0.0,0.0,1.0,Approach,IMC
Cessna,152,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Boeing,A75N1,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Robinson,R-22B,Non-Fatal,1992-04-04,1.0,0.0,0.0,1.0,1.0,Landing,VMC
Cessna,172N,Non-Fatal,1992-04-04,1.0,0.0,2.0,0.0,0.0,Maneuvering,IMC
Champion,7ECA,Non-Fatal,1992-04-04,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Cessna,182A,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,150F,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,172M,Non-Fatal,1992-04-04,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,177RG,Non-Fatal,1992-04-05,1.0,0.0,0.0,1.0,0.0,Descent,IMC
Schempp-hirth,DISCUS BT,Non-Fatal,1992-04-05,1.0,0.0,1.0,0.0,0.0,Landing,VMC
Globe,GC-1B,Non-Fatal,1992-04-05,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Globe,GC-1B,Fatal(1),1992-04-05,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Cessna,152,Non-Fatal,1992-04-05,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-28-140,Fatal(1),1992-04-05,1.0,1.0,2.0,0.0,0.0,Takeoff,VMC
Robinson,R22B,Non-Fatal,1992-04-05,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-38-112,Non-Fatal,1992-04-05,1.0,0.0,0.0,2.0,0.0,Approach,VMC
Cessna,A188B,Non-Fatal,1992-04-06,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Beech,K35,Non-Fatal,1992-04-06,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,150H,Non-Fatal,1992-04-06,1.0,0.0,0.0,1.0,0.0,Descent,VMC
Tomlinson,LONG EZ,Non-Fatal,1992-04-07,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,177,Non-Fatal,1992-04-07,1.0,0.0,0.0,2.0,0.0,Maneuvering,VMC
Boeing,E75,Non-Fatal,1992-04-07,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Stinson,108-1,Non-Fatal,1992-04-07,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Robinson,R-22 BETA,Non-Fatal,1992-04-08,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Cessna,150J,Non-Fatal,1992-04-08,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Cessna,150L,Non-Fatal,1992-04-08,1.0,0.0,1.0,0.0,0.0,Go-around,VMC
Mcdonnell Douglas,DC-9-32,Fatal(1),1992-04-08,2.0,1.0,0.0,0.0,28.0,Standing,VMC
Cessna,182,Non-Fatal,1992-04-08,1.0,0.0,0.0,0.0,1.0,Descent,VMC
Cessna,150 II,Non-Fatal,1992-04-08,1.0,0.0,0.0,1.0,0.0,Approach,VMC
Maule,M-7-235,Non-Fatal,1992-04-08,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Pzl-okecie,PZL-104 WILGA 80,Non-Fatal,1992-04-08,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Beech,C90,Fatal(2),1992-04-09,2.0,2.0,0.0,0.0,0.0,Approach,IMC
Globe,GC1-B,Fatal(2),1992-04-09,1.0,2.0,0.0,0.0,0.0,Maneuvering,VMC
Bell,206L-3,Fatal(2),1992-04-09,1.0,2.0,2.0,1.0,0.0,Cruise,VMC
Cessna,A185F,Non-Fatal,1992-04-09,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Piper,PA-32R-301T,Fatal(1),1992-04-09,1.0,1.0,0.0,0.0,0.0,Climb,VMC
George Adrian,RANDS/ COYOTE,Non-Fatal,1992-04-09,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Kaman,HH-43F,Non-Fatal,1992-04-09,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Hughes,369C,Non-Fatal,1992-04-09,1.0,0.0,0.0,2.0,0.0,Landing,VMC
Moore,SONERAI 1,Fatal(1),1992-04-10,1.0,1.0,0.0,0.0,0.0,Other,VMC
Piper,PA-23-160,Non-Fatal,1992-04-10,2.0,0.0,0.0,0.0,2.0,Cruise,VMC
Carey Glassair,SH2,Non-Fatal,1992-04-10,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Mcewen Dick,GLASAIR III,Non-Fatal,1992-04-10,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-34-200,Non-Fatal,1992-04-10,2.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172P,Fatal(5),1992-04-11,1.0,5.0,0.0,0.0,0.0,Maneuvering,VMC
Maule,M-5-210,Incident,1992-04-11,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-28-140,Fatal(2),1992-04-11,1.0,2.0,0.0,0.0,0.0,Cruise,VMC
Enstrom,280 FX,Non-Fatal,1992-04-11,1.0,0.0,0.0,0.0,2.0,Approach,VMC
Boeing,A75N1,Fatal(1),1992-04-11,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,170B,Non-Fatal,1992-04-11,1.0,0.0,1.0,0.0,0.0,Takeoff,VMC
Piper,PA-28R-200,Fatal(4),1992-04-12,1.0,4.0,0.0,0.0,0.0,Cruise,IMC
Cessna,P210N,Fatal(5),1992-04-12,1.0,5.0,0.0,0.0,0.0,Cruise,IMC
Piper,PA-28R-200,Fatal(2),1992-04-12,1.0,2.0,0.0,0.0,0.0,Cruise,IMC
Cessna,310-L,Incident,1992-04-12,2.0,0.0,0.0,0.0,1.0,Cruise,VMC
Stoltzfus,STILETO MK II,Non-Fatal,1992-04-12,1.0,0.0,1.0,0.0,0.0,Maneuvering,IMC
Cessna,172M,Non-Fatal,1992-04-12,1.0,0.0,0.0,1.0,2.0,Landing,VMC
Lake,LA-4,Non-Fatal,1992-04-12,1.0,0.0,0.0,1.0,0.0,Takeoff,VMC
Piper,PA-28R-201T,Fatal(2),1992-04-13,1.0,2.0,2.0,0.0,0.0,Maneuvering,IMC
Cessna,172P,Fatal(1),1992-04-13,1.0,1.0,0.0,0.0,0.0,Maneuvering,VMC
Wsk Pzl Mielec,M-18A DROMADER,Non-Fatal,1992-04-13,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Aerospatiale,SA315B,Non-Fatal,1992-04-13,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172I,Non-Fatal,1992-04-13,1.0,0.0,0.0,0.0,1.0,Landing,VMC
Maule,M-7,Non-Fatal,1992-04-14,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Cessna,172N,Non-Fatal,1992-04-14,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Grumman,G-164A,Non-Fatal,1992-04-14,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Enstrom,280C,Non-Fatal,1992-04-14,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Guy Whisenant,SKYBOLT,Non-Fatal,1992-04-14,1.0,0.0,0.0,0.0,1.0,Approach,VMC
Cessna,150G,Non-Fatal,1992-04-15,1.0,0.0,1.0,0.0,0.0,Cruise,VMC
Fokker,F.28 MK4000,Incident,1992-04-15,2.0,0.0,0.0,0.0,60.0,Takeoff,VMC
Beech,E18S,Non-Fatal,1992-04-15,2.0,0.0,0.0,0.0,16.0,Takeoff,VMC
Cessna,152,Fatal(1),1992-04-16,1.0,1.0,0.0,0.0,0.0,Takeoff,VMC
Aeronca,7DC,Non-Fatal,1992-04-16,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Piper,PA-23-250,Fatal(4),1992-04-17,2.0,4.0,0.0,0.0,0.0,Go-around,IMC
Fairchild,SA-227AC,Non-Fatal,1992-04-17,2.0,0.0,0.0,1.0,4.0,Standing,VMC
Piper,J-5A,Non-Fatal,1992-04-17,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Luscombe,8E,Non-Fatal,1992-04-17,1.0,0.0,0.0,1.0,0.0,Cruise,VMC
Cessna,172N,Non-Fatal,1992-04-18,1.0,0.0,1.0,1.0,0.0,Cruise,VMC
Hughes,269C,Non-Fatal,1992-04-18,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
Robinson,R-22B,Non-Fatal,1992-04-18,1.0,0.0,0.0,2.0,0.0,Landing,IMC
Cessna,152,Non-Fatal,1992-04-18,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Rose Wesley,ROTORWAY WR EXEC,Non-Fatal,1992-04-18,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Cessna,182,Non-Fatal,1992-04-18,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Cessna,172M,Non-Fatal,1992-04-18,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Homebuilt,DRAGONFLY,Non-Fatal,1992-04-19,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,150,Non-Fatal,1992-04-19,1.0,0.0,0.0,0.0,2.0,Cruise,VMC
Eichblatt,X-5,Fatal(1),1992-04-19,1.0,1.0,0.0,0.0,0.0,Descent,VMC
Piper,PA-24-180,Non-Fatal,1992-04-19,1.0,0.0,0.0,0.0,4.0,Landing,VMC
Cessna,152,Non-Fatal,1992-04-19,1.0,0.0,0.0,2.0,0.0,Takeoff,VMC
Piper,PA-18-150,Non-Fatal,1992-04-19,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-28-181,Fatal(1),1992-04-20,1.0,1.0,0.0,0.0,0.0,Unknown,UNK
Craig Morehead,BUSHBY MUSTANG II,Fatal(1),1992-04-20,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Beech,B36TC,Non-Fatal,1992-04-21,1.0,0.0,0.0,0.0,1.0,Cruise,VMC
Cessna,150J,Non-Fatal,1992-04-21,1.0,0.0,0.0,1.0,1.0,Approach,VMC
Piper,PA-22-150,Non-Fatal,1992-04-21,1.0,0.0,0.0,0.0,2.0,Takeoff,VMC
Navion,G,Non-Fatal,1992-04-21,1.0,0.0,0.0,0.0,1.0,Takeoff,VMC
Cessna,170,Non-Fatal,1992-04-21,1.0,0.0,0.0,0.0,2.0,Landing,VMC
Piper,PA-18-150,Fatal(1),1992-04-22,1.0,1.0,0.0,0.0,0.0,Other,VMC
Navion,NAV-A,Fatal(1),1992-04-22,1.0,1.0,0.0,0.0,0.0,Cruise,IMC
Beech,E18S,Fatal(9),1992-04-22,2.0,9.0,0.0,0.0,0.0,Cruise,IMC
De Havilland,DHC-6-200,Fatal(16),1992-04-22,2.0,16.0,6.0,0.0,1.0,Takeoff,VMC
Robinson,R-22,Fatal(1),1992-04-22,1.0,1.0,1.0,0.0,0.0,Maneuvering,VMC
Cessna,172M,Fatal(1),1992-04-22,1.0,1.0,1.0,0.0,0.0,Go-around,VMC
Bell,UH-1B,Non-Fatal,1992-04-22,1.0,0.0,1.0,0.0,0.0,Maneuvering,VMC
Air Tractor,AT-301,Non-Fatal,1992-04-22,1.0,0.0,0.0,0.0,1.0,Maneuvering,VMC
